date,price
2026-06-25 15:24:57.573,59218.87318551335
2026-06-25 15:29:56.962,59195.39962571121
2026-06-25 15:34:57.979,59171.65432736039
2026-06-25 15:40:00.080,59241.797599844926
2026-06-25 15:44:59.135,59054.00203904186
2026-06-25 15:49:56.963,59238.7338280206
2026-06-25 15:54:57.245,59279.57810825174
2026-06-25 15:59:56.648,59513.72747967234
2026-06-25 16:04:59.963,59440.404714639626
2026-06-25 16:09:59.891,59651.11310143648
2026-06-25 16:14:53.065,59676.810562268016
2026-06-25 16:19:58.194,59712.555328790324
2026-06-25 16:24:57.741,59651.5077278085
2026-06-25 16:29:56.781,59660.9638429721
2026-06-25 16:34:52.672,59350.159041327475
2026-06-25 16:39:58.605,59289.69521772185
2026-06-25 16:44:57.050,59199.24419360242
2026-06-25 16:49:59.052,59221.69168338948
2026-06-25 16:54:52.413,59215.2903770519
2026-06-25 16:59:53.499,59234.5777533372
2026-06-25 17:04:56.150,59143.550536115654
2026-06-25 17:09:56.820,59121.60250113956
2026-06-25 17:14:57.078,59308.21596789856
2026-06-25 17:19:57.721,59437.43118482537
2026-06-25 17:24:56.281,59415.725410530875
2026-06-25 17:29:57.630,59452.17767035409
2026-06-25 17:34:59.394,59448.72034552421
2026-06-25 17:39:57.993,59624.459105365815
2026-06-25 17:44:57.675,59517.28350535154
2026-06-25 17:49:56.848,59416.66413661526
2026-06-25 17:54:58.547,59488.1576396124
2026-06-25 17:59:46.922,59534.099860815295
2026-06-25 18:04:57.208,59533.037590730404
2026-06-25 18:09:57.509,59564.53100295303
2026-06-25 18:14:57.921,59346.71390748955
2026-06-25 18:19:52.565,59526.51173667021
2026-06-25 18:24:56.990,59529.889976851904
2026-06-25 18:29:52.157,59591.946840534714
2026-06-25 18:34:58.105,59427.76364129323
2026-06-25 18:39:59.672,59350.39841915461
2026-06-25 18:44:57.357,59364.07501635038
2026-06-25 18:49:56.476,59363.32182274212
2026-06-25 18:54:57.665,59453.80063370356
2026-06-25 18:59:56.847,59430.91825964714
2026-06-25 19:04:59.949,59326.30816984343
2026-06-25 19:09:57.132,59231.07477489078
2026-06-25 19:14:58.031,59175.91662380434
2026-06-25 19:19:52.480,59154.37696837667
2026-06-25 19:24:57.116,59154.827632438966
2026-06-25 19:29:58.600,59210.219103696836
2026-06-25 19:34:56.832,59234.93700382749
2026-06-25 19:39:56.841,59237.606549941156
2026-06-25 19:44:57.343,59231.00055641185
2026-06-25 19:49:58.634,59125.56007464317
2026-06-25 19:54:58.414,59206.730707302624
2026-06-25 20:00:00.731,59237.365253537
2026-06-25 20:04:57.723,59550.3961611699
2026-06-25 20:09:59.522,59576.628763901135
2026-06-25 20:14:58.202,59468.830354425045
2026-06-25 20:19:58.678,59508.19958517064
2026-06-25 20:24:59.022,59529.82160777329
2026-06-25 20:29:51.659,59557.55293610533
2026-06-25 20:34:59.581,59427.42549654322
2026-06-25 20:39:59.547,59431.219944086275
2026-06-25 20:44:56.424,59408.02047625521
2026-06-25 20:49:51.156,59373.70108840574
2026-06-25 20:54:57.923,59297.12261534711
2026-06-25 20:59:59.979,59312.805434743896
2026-06-25 21:04:57.566,59374.71464392283
2026-06-25 21:09:57.045,59442.76196165243
2026-06-25 21:14:59.180,59489.540209581486
2026-06-25 21:19:51.699,59479.08900960895
2026-06-25 21:24:59.532,59504.573186033245
2026-06-25 21:29:57.657,59593.29711970384
2026-06-25 21:34:59.544,59774.95364990308
2026-06-25 21:39:58.420,59820.36591969586
2026-06-25 21:44:57.745,59815.9563352029
2026-06-25 21:49:59.387,59802.82275400132
2026-06-25 21:54:52.694,59937.89713539512
2026-06-25 22:00:02.423,60111.69113616151
2026-06-25 22:04:56.166,60040.96904753217
2026-06-25 22:09:58.540,59914.18861015037
2026-06-25 22:14:57.934,59808.777486577004
2026-06-25 22:19:57.365,59830.96160380805
2026-06-25 22:24:57.013,59767.90622746826
2026-06-25 22:29:51.988,59730.78694968164
2026-06-25 22:34:58.328,59686.83701940498
2026-06-25 22:39:56.872,59706.068208429315
2026-06-25 22:44:59.578,59697.861842063496
2026-06-25 22:49:57.880,59702.568315660974
2026-06-25 22:54:57.760,59713.35000368414
2026-06-25 22:59:57.271,59787.08233594131
2026-06-25 23:04:57.362,59819.68955016771
2026-06-25 23:09:54.181,59770.94691114039
2026-06-25 23:14:57.789,59815.680600624524
2026-06-25 23:19:57.147,59976.37476043957
2026-06-25 23:24:59.205,60058.30934969795
2026-06-25 23:29:57.802,60053.94352009591
2026-06-25 23:34:57.866,60053.82075040714
2026-06-25 23:39:59.187,60004.70185217867
2026-06-25 23:44:52.755,59909.18419987451
2026-06-25 23:49:58.197,59808.18770723338
2026-06-25 23:54:57.344,59737.34201351552
2026-06-25 23:59:56.599,59712.618061582114
2026-06-26 00:04:56.289,59770.16347880166
2026-06-26 00:09:57.284,59737.25165067877
2026-06-26 00:14:57.277,59774.21925266279
2026-06-26 00:19:58.127,59731.21190440806
2026-06-26 00:24:55.724,59732.52309563566
2026-06-26 00:29:58.510,59665.070632511706
2026-06-26 00:34:55.999,59696.236619408126
2026-06-26 00:39:58.475,59695.917214824716
2026-06-26 00:44:57.929,59711.723054279144
2026-06-26 00:49:56.365,59691.33804546868
2026-06-26 00:54:59.927,59654.30199913371
2026-06-26 01:00:01.906,59589.363566722495
2026-06-26 01:04:57.882,59612.421770981484
2026-06-26 01:09:58.202,59478.84307502783
2026-06-26 01:14:57.669,59516.09191614632
2026-06-26 01:19:56.437,59502.384737522894
2026-06-26 01:24:57.529,59417.51372420263
2026-06-26 01:29:57.548,59292.63288656218
2026-06-26 01:34:57.409,59191.54667014198
2026-06-26 01:39:51.735,59202.42009252765
2026-06-26 01:44:55.776,59225.61287290705
2026-06-26 01:49:58.348,59279.50890176352
2026-06-26 01:54:57.228,59298.80045503123
2026-06-26 01:59:57.879,59299.072111513124
2026-06-26 02:04:59.902,59332.6950865551
2026-06-26 02:09:58.833,59287.81715527992
2026-06-26 02:14:58.043,58728.46611667748
2026-06-26 02:19:57.451,58615.22855324867
2026-06-26 02:24:56.224,58320.40796044215
2026-06-26 02:29:58.129,58720.55209113846
2026-06-26 02:34:53.537,58739.559959941005
2026-06-26 02:39:58.269,58682.796941271976
2026-06-26 02:44:58.670,58780.82632342888
2026-06-26 02:49:52.313,58566.10161342274
2026-06-26 02:54:56.915,58434.155346421074
2026-06-26 02:59:58.381,58482.96476980456
2026-06-26 03:04:53.678,58446.763546418275
2026-06-26 03:09:57.399,58635.35697922678
2026-06-26 03:14:57.038,58800.97738702756
2026-06-26 03:19:57.982,58782.21783356629
2026-06-26 03:24:59.513,58732.23734192126
2026-06-26 03:29:58.963,59028.353682489666
2026-06-26 03:34:57.720,59135.437666130805
2026-06-26 03:39:53.297,59312.86121728498
2026-06-26 03:44:57.132,59353.99048800082
2026-06-26 03:49:58.039,59603.66318622094
2026-06-26 03:54:57.923,59710.52956355636
2026-06-26 03:59:58.934,59836.297717503796
2026-06-26 04:04:59.603,59803.82887836964
2026-06-26 04:09:57.642,59892.152361648325
2026-06-26 04:14:57.627,59831.02075637685
2026-06-26 04:19:59.425,59998.71893267892
2026-06-26 04:24:57.629,59905.698500871484
2026-06-26 04:29:52.153,59892.50367751556
2026-06-26 04:34:58.096,59843.05136710739
2026-06-26 04:39:55.687,59824.166440026784
2026-06-26 04:44:58.968,59844.34457681477
2026-06-26 04:49:58.919,59829.32680977634
2026-06-26 04:54:57.163,59781.16807515452
2026-06-26 04:59:56.833,59813.84530916572
2026-06-26 05:04:56.799,59785.21217410423
2026-06-26 05:09:51.951,59788.910270795976
2026-06-26 05:14:55.007,59856.937932634355
2026-06-26 05:19:59.194,59860.120213009184
2026-06-26 05:24:58.831,59673.61384262644
2026-06-26 05:29:57.287,59875.5632366786
2026-06-26 05:34:58.021,59922.759141295035
2026-06-26 05:39:58.596,59893.95089726084
2026-06-26 05:44:59.816,59818.01981302138
2026-06-26 05:49:59.008,59714.4327907067
2026-06-26 05:54:59.621,59820.59065384029
2026-06-26 05:59:57.625,59869.425120800624
2026-06-26 06:04:59.977,59679.44895272685
2026-06-26 06:09:58.194,59684.45704101298
2026-06-26 06:14:56.182,59657.54415704044
2026-06-26 06:19:55.438,59695.27279987864
2026-06-26 06:24:58.507,59953.23354137067
2026-06-26 06:29:57.218,59880.90429915732
2026-06-26 06:34:57.865,59900.95418002892
2026-06-26 06:39:57.854,60091.007860244266
2026-06-26 06:44:59.641,60247.87979013362
2026-06-26 06:49:58.021,60273.14560704813
2026-06-26 06:54:59.378,60198.97055038774
2026-06-26 06:59:54.899,60237.0568540939
2026-06-26 07:04:59.823,60231.339658787394
2026-06-26 07:09:58.626,60249.616106300564
2026-06-26 07:14:59.673,60345.930631618554
2026-06-26 07:20:00.102,60496.81377228671
2026-06-26 07:24:58.278,60452.172047430424
2026-06-26 07:26:16.000,60467.329526068635
